Order ID,Ship Mode,Customer ID,Region,Segment,Category,Sub-Category,Product Name,Product ID,Quantity,Revenue,Discount,Profit
CA-2013-100965,Standard Class,RM-19375,West,Consumer,Furniture,Furnishings,"Howard Miller 11-1/2"" Diameter Grantwood Wall Clock",FUR-FU-10003039,5,215.65,0,73.321
CA-2013-121034,Second Class,JF-15565,Central,Consumer,Office Supplies,Fasteners,OIC Bulk Pack Metal Binder Clips,OFF-FA-10000585,4,11.168,0.2,3.6296
CA-2013-121034,Second Class,JF-15565,Central,Consumer,Office Supplies,Paper,"Ink Jet Note and Greeting Cards, 8-1/2"" x 5-1/2"" Card Size",OFF-PA-10001994,3,53.952,0.2,17.5344
CA-2013-149461,Standard Class,AS-10135,West,Home Office,Furniture,Furnishings,"Eldon Image Series Desk Accessories, Burgundy",FUR-FU-10004270,1,4.18,0,1.5048
CA-2014-158379,Second Class,JA-15970,East,Consumer,Office Supplies,Binders,Clear Mylar Reinforcing Strips,OFF-BI-10002498,1,5.607,0.7,-4.2987
CA-2014-158379,Second Class,JA-15970,East,Consumer,Office Supplies,Supplies,Martin Yale Chadless Opener Electric Letter Opener,OFF-SU-10002881,7,4663.736,0.2,-1049.3406
CA-2014-158379,Second Class,JA-15970,East,Consumer,Technology,Accessories,Logitech Wireless Marathon Mouse M705,TEC-AC-10002926,2,79.984,0.2,22.9954
US-2013-116729,First Class,GK-14620,West,Corporate,Technology,Phones,Samsung Galaxy Note 2,TEC-PH-10002200,7,2575.944,0.2,257.5944
US-2013-116729,First Class,GK-14620,West,Corporate,Office Supplies,Paper,Xerox 225,OFF-PA-10002005,7,45.36,0,21.7728
US-2013-116729,First Class,GK-14620,West,Corporate,Technology,Accessories,SanDisk Cruzer 64 GB USB Flash Drive,TEC-AC-10001465,7,254.24,0,76.272
CA-2013-164938,First Class,PB-19210,Central,Corporate,Technology,Phones,Mediabridge Sport Armband iPhone 5s,TEC-PH-10004897,7,69.93,0,0.6993
CA-2013-165484,Standard Class,HK-14890,Central,Corporate,Furniture,Furnishings,DAX Cubicle Frames - 8x10,FUR-FU-10001196,7,16.156,0.6,-12.117
CA-2013-165484,Standard Class,HK-14890,Central,Corporate,Office Supplies,Paper,Xerox 1929,OFF-PA-10000595,3,54.816,0.2,17.8152
CA-2011-132612,Second Class,FO-14305,South,Consumer,Furniture,Tables,Bevis 44 x 96 Conference Tables,FUR-TA-10004534,7,1441.3,0,245.021
US-2014-161193,Standard Class,BT-11680,East,Consumer,Furniture,Furnishings,"Floodlight Indoor Halogen Bulbs, 1 Bulb per Pack, 60 Watts",FUR-FU-10001861,5,77.6,0.2,28.13
US-2014-161193,Standard Class,BT-11680,East,Consumer,Furniture,Furnishings,"GE General Purpose, Extra Long Life, Showcase & Floodlight Incandescent Bulbs",FUR-FU-10000206,2,4.656,0.2,1.5714
CA-2012-131597,Standard Class,SP-20620,West,Corporate,Furniture,Tables,KI Conference Tables,FUR-TA-10002607,3,170.136,0.2,-8.5068
CA-2012-164833,Same Day,LL-16840,West,Consumer,Office Supplies,Labels,Avery 501,OFF-LA-10000443,2,7.38,0,3.4686
CA-2012-164833,Same Day,LL-16840,West,Consumer,Office Supplies,Art,"Binney & Smith Crayola Metallic Colored Pencils, 8-Color Set",OFF-AR-10004685,2,9.26,0,3.0558
CA-2012-125423,Second Class,MC-17575,West,Consumer,Office Supplies,Labels,Avery 513,OFF-LA-10001771,2,9.96,0,4.5816
US-2011-130379,Standard Class,JL-15235,Central,Consumer,Office Supplies,Appliances,Harmony Air Purifier,OFF-AP-10001394,2,75.6,0.8,-166.32
US-2011-130379,Standard Class,JL-15235,Central,Consumer,Furniture,Furnishings,"Electrix Incandescent Magnifying Lamp, Black",FUR-FU-10002553,2,29.32,0.6,-24.189
CA-2013-168956,Standard Class,EA-14035,Central,Corporate,Office Supplies,Appliances,Honeywell Enviracaire Portable Air Cleaner for up to 8 x 10 Room,OFF-AP-10004233,6,92.064,0.8,-225.5568
CA-2013-168956,Standard Class,EA-14035,Central,Corporate,Office Supplies,Fasteners,Advantus Push Pins,OFF-FA-10000304,4,6.976,0.2,1.8312
CA-2013-168956,Standard Class,EA-14035,Central,Corporate,Furniture,Chairs,"Global Stack Chair with Arms, Black",FUR-CH-10004754,3,62.958,0.3,-2.6982
CA-2013-168956,Standard Class,EA-14035,Central,Corporate,Office Supplies,Paper,Xerox 206,OFF-PA-10000809,1,5.184,0.2,1.8144
CA-2013-167507,Standard Class,SA-20830,West,Consumer,Office Supplies,Binders,"Avery 3 1/2"" Diskette Storage Pages, 10/Pack",OFF-BI-10003694,10,31.32,0.7,-25.056
CA-2013-167507,Standard Class,SA-20830,West,Consumer,Furniture,Furnishings,3M Hangers With Command Adhesive,FUR-FU-10001935,4,11.84,0.2,3.108
CA-2013-167507,Standard Class,SA-20830,West,Consumer,Furniture,Furnishings,"Seth Thomas 14"" Day/Date Wall Clock",FUR-FU-10002878,1,22.784,0.2,4.8416
CA-2013-109344,Second Class,CH-12070,South,Home Office,Technology,Phones,Samsung Galaxy S4 Mini,TEC-PH-10002624,3,1127.976,0.2,126.8973
US-2012-140851,Second Class,ND-18460,South,Corporate,Office Supplies,Paper,Xerox 1931,OFF-PA-10000019,6,38.88,0,18.6624
CA-2011-103373,Standard Class,BS-11755,East,Consumer,Technology,Phones,Apple iPhone 5,TEC-PH-10002885,2,779.796,0.4,-168.9558
CA-2014-145884,Same Day,SL-20155,Central,Home Office,Technology,Phones,Polycom VVX 310 VoIP phone,TEC-PH-10000895,8,1439.92,0,374.3792
CA-2014-145884,Same Day,SL-20155,Central,Home Office,Furniture,Tables,Bevis Boat-Shaped Conference Table,FUR-TA-10002356,1,262.11,0,62.9064
CA-2012-131422,Standard Class,GB-14530,South,Corporate,Furniture,Chairs,Harbour Creations Steel Folding Chair,FUR-CH-10001270,3,207,0.2,25.875
CA-2014-162691,Standard Class,AS-10045,Central,Corporate,Technology,Machines,Bady BDG101FRU Card Printer,TEC-MA-10000488,3,1439.982,0.4,-263.9967
CA-2014-162691,Standard Class,AS-10045,Central,Corporate,Office Supplies,Paper,Xerox 1998,OFF-PA-10003729,7,36.288,0.2,12.7008
CA-2011-141278,First Class,RM-19375,East,Consumer,Office Supplies,Art,Newell 341,OFF-AR-10003056,5,21.4,0,6.206
CA-2014-122693,Second Class,NH-18610,South,Corporate,Office Supplies,Appliances,Kensington 7 Outlet MasterPiece Power Center,OFF-AP-10002518,7,1245.86,0,361.2994
CA-2011-117345,Standard Class,BF-10975,South,Corporate,Office Supplies,Labels,Self-Adhesive Address Labels for Typewriters by Universal,OFF-LA-10000240,3,17.544,0.2,5.9211
CA-2011-117345,Standard Class,BF-10975,South,Corporate,Furniture,Furnishings,9-3/4 Diameter Round Wall Clock,FUR-FU-10000629,4,44.128,0.2,12.1352
CA-2011-117345,Standard Class,BF-10975,South,Corporate,Office Supplies,Appliances,Honeywell Quietcare HEPA Air Cleaner,OFF-AP-10001005,1,62.92,0.2,10.2245
CA-2011-117345,Standard Class,BF-10975,South,Corporate,Office Supplies,Paper,Xerox 1916,OFF-PA-10002377,2,78.304,0.2,29.364
CA-2013-157763,Standard Class,KH-16330,South,Corporate,Furniture,Chairs,Hon Olson Stacker Stools,FUR-CH-10000988,1,140.81,0,39.4268
CA-2012-135391,Second Class,FA-14230,Central,Corporate,Office Supplies,Labels,Round Specialty Laser Printer Labels,OFF-LA-10001074,4,40.096,0.2,13.5324
CA-2012-135391,Second Class,FA-14230,Central,Corporate,Furniture,Furnishings,"Dana Fluorescent Magnifying Lamp, White, 36""",FUR-FU-10001986,2,40.784,0.6,-30.588
US-2014-113852,Standard Class,GW-14605,West,Consumer,Technology,Accessories,Imation 8GB Mini TravelDrive USB 2.0 Flash Drive,TEC-AC-10003027,3,90.57,0,11.7741
US-2014-158512,Second Class,DA-13450,East,Home Office,Office Supplies,Paper,Xerox 195,OFF-PA-10001804,6,40.08,0,19.2384
US-2014-158512,Second Class,DA-13450,East,Home Office,Furniture,Furnishings,Flat Face Poster Frame,FUR-FU-10004973,2,37.68,0,15.8256
CA-2014-128370,Same Day,FH-14275,West,Corporate,Furniture,Chairs,DMI Arturo Collection Mission-style Design Wood Chair,FUR-CH-10002602,3,362.352,0.2,27.1764
CA-2014-128370,Same Day,FH-14275,West,Corporate,Office Supplies,Binders,Avery Non-Stick Binders,OFF-BI-10004140,2,7.184,0.2,2.245
CA-2012-160472,Second Class,RK-19300,Central,Consumer,Office Supplies,Storage,"Multi-Use Personal File Cart and Caster Set, Three Stacking Bins",OFF-ST-10000464,1,34.76,0,9.7328
CA-2012-160472,Second Class,RK-19300,Central,Consumer,Technology,Accessories,Imation Bio 8GB USB Flash Drive Imation Corp,TEC-AC-10002253,5,831.2,0,124.68
CA-2012-160472,Second Class,RK-19300,Central,Consumer,Office Supplies,Paper,Xerox 1981,OFF-PA-10000528,5,26.4,0,11.88
CA-2012-160472,Second Class,RK-19300,Central,Consumer,Office Supplies,Envelopes,"White Envelopes, White Envelopes with Clear Poly Window",OFF-EN-10000483,7,106.75,0,49.105
CA-2012-160472,Second Class,RK-19300,Central,Consumer,Office Supplies,Paper,Tops White Computer Printout Paper,OFF-PA-10003129,2,97.82,0,45.9754
CA-2012-160472,Second Class,RK-19300,Central,Consumer,Office Supplies,Storage,Eldon Portable Mobile Manager,OFF-ST-10003442,5,141.4,0,38.178
CA-2011-114643,Standard Class,FM-14215,West,Corporate,Office Supplies,Art,Staples in misc. colors,OFF-AR-10003631,3,14.52,0,4.7916
US-2014-158218,Second Class,AC-10420,Central,Corporate,Office Supplies,Storage,Fellowes Bankers Box Stor/Drawer Steel Plus,OFF-ST-10000563,5,127.92,0.2,-15.99
US-2014-158218,Second Class,AC-10420,Central,Corporate,Office Supplies,Binders,"Wilson Jones Elliptical Ring 3 1/2"" Capacity Binders, 800 sheets",OFF-BI-10002133,4,34.24,0.8,-53.072
CA-2012-121608,First Class,JB-15400,East,Corporate,Office Supplies,Appliances,"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",OFF-AP-10002311,2,137.62,0,60.5528
CA-2012-121608,First Class,JB-15400,East,Corporate,Technology,Phones,Classic Ivory Antique Telephone ZL1810,TEC-PH-10004959,1,100.49,0,25.1225
US-2014-121251,First Class,GM-14440,East,Consumer,Furniture,Bookcases,"Sauder Forest Hills Library with Doors, Woodland Oak Finish",FUR-BO-10001918,2,257.568,0.2,-28.9764
US-2014-121251,First Class,GM-14440,East,Consumer,Technology,Phones,Nokia Lumia 521 (T-Mobile),TEC-PH-10004896,4,119.96,0,33.5888
CA-2011-151078,Same Day,RF-19840,Central,Consumer,Office Supplies,Storage,"Personal Filing Tote with Lid, Black/Gray",OFF-ST-10001328,4,49.632,0.2,4.9632
US-2013-100839,Standard Class,NC-18625,West,Corporate,Furniture,Tables,Hon 5100 Series Wood Tables,FUR-TA-10004575,5,727.45,0.5,-465.568
US-2013-100839,Standard Class,NC-18625,West,Corporate,Furniture,Furnishings,"Executive Impressions 8-1/2"" Career Panel/Partition Cubicle Clock",FUR-FU-10001617,3,24.96,0.2,4.368
US-2014-116659,Same Day,NG-18355,East,Corporate,Technology,Phones,Jabra SPEAK 410 Multidevice Speakerphone,TEC-PH-10002824,3,370.782,0.4,-92.6955
CA-2014-118857,First Class,AH-10075,West,Corporate,Furniture,Furnishings,"Howard Miller 12"" Round Wall Clock",FUR-FU-10004460,5,196.45,0,70.722
CA-2012-127110,Standard Class,CH-12070,East,Home Office,Office Supplies,Paper,Xerox 211,OFF-PA-10003309,6,31.104,0.2,10.8864
CA-2012-127110,Standard Class,CH-12070,East,Home Office,Office Supplies,Storage,Tennsco Industrial Shelving,OFF-ST-10002554,2,78.256,0.2,-17.6076
CA-2013-148201,Second Class,CC-12145,West,Consumer,Office Supplies,Paper,Xerox 1931,OFF-PA-10000019,1,6.48,0,3.1104
CA-2011-116932,Standard Class,ME-18010,West,Corporate,Office Supplies,Art,Newell 334,OFF-AR-10002067,5,99.2,0,25.792
CA-2011-116932,Standard Class,ME-18010,West,Corporate,Furniture,Chairs,Global Troy Executive Leather Low-Back Tilter,FUR-CH-10001215,2,801.568,0.2,50.098
CA-2011-116932,Standard Class,ME-18010,West,Corporate,Furniture,Tables,"Hon 30"" x 60"" Table with Locking Drawer",FUR-TA-10004175,1,272.848,0.2,27.2848
CA-2014-142888,Standard Class,BP-11230,West,Consumer,Furniture,Tables,Safco Drafting Table,FUR-TA-10004767,1,70.98,0,20.5842
CA-2011-147914,Standard Class,MP-17470,East,Home Office,Office Supplies,Paper,Easy-staple paper,OFF-PA-10001685,2,16.224,0.2,5.8812
US-2013-112977,Standard Class,CJ-12010,East,Consumer,Furniture,Bookcases,O'Sullivan Living Dimensions 5-Shelf Bookcases,FUR-BO-10003272,1,176.784,0.2,-22.098
CA-2014-112039,Standard Class,JC-15775,Central,Consumer,Technology,Phones,Panasonic KX-TG9471B,TEC-PH-10000984,3,470.376,0.2,47.0376
CA-2014-118885,Standard Class,JG-15160,West,Consumer,Furniture,Chairs,"Global High-Back Leather Tilter, Burgundy",FUR-CH-10002880,4,393.568,0.2,-44.2764
CA-2014-118885,Standard Class,JG-15160,West,Consumer,Technology,Phones,Adtran 1202752G1,TEC-PH-10002563,3,302.376,0.2,22.6782
US-2014-166611,Standard Class,CK-12760,South,Corporate,Office Supplies,Binders,Canvas Sectional Post Binders,OFF-BI-10001191,9,68.742,0.7,-48.1194
CA-2012-109512,Same Day,LF-17185,East,Consumer,Office Supplies,Envelopes,Staple envelope,OFF-EN-10002621,3,29.34,0,14.67
CA-2012-109512,Same Day,LF-17185,East,Consumer,Furniture,Chairs,"Global Value Mid-Back Manager's Chair, Gray",FUR-CH-10001146,7,383.607,0.1,63.9345
CA-2012-109512,Same Day,LF-17185,East,Consumer,Office Supplies,Storage,"Fellowes Strictly Business Drawer File, Letter/Legal Size",OFF-ST-10000689,4,563.4,0,67.608
CA-2013-118570,Standard Class,CC-12430,East,Home Office,Office Supplies,Paper,White Computer Printout Paper by Universal,OFF-PA-10001289,7,217.056,0.2,78.6828
CA-2014-154718,Second Class,DL-12865,Central,Consumer,Office Supplies,Labels,Avery 510,OFF-LA-10003714,2,6,0.2,2.1
CA-2013-147578,Second Class,PG-18895,West,Consumer,Furniture,Furnishings,Ultra Door Pull Handle,FUR-FU-10001889,3,31.56,0,10.4148
CA-2011-140165,First Class,EH-14005,South,Home Office,Office Supplies,Fasteners,Staples,OFF-FA-10002815,2,7.104,0.2,2.3976
CA-2011-140165,First Class,EH-14005,South,Home Office,Office Supplies,Binders,GBC DocuBind P100 Manual Binding Machine,OFF-BI-10004519,8,398.352,0.7,-331.96
CA-2011-142587,First Class,TB-21520,East,Consumer,Office Supplies,Appliances,Fellowes Superior 10 Outlet Split Surge Protector,OFF-AP-10004708,4,121.792,0.2,13.7016
CA-2011-142587,First Class,TB-21520,East,Consumer,Furniture,Tables,"Hon Practical Foundations 30 x 60 Training Table, Light Gray/Charcoal",FUR-TA-10000617,3,409.59,0.4,-122.877
CA-2011-157623,Standard Class,DK-13225,West,Corporate,Office Supplies,Paper,Xerox 1972,OFF-PA-10001204,2,10.56,0,4.752
CA-2011-157623,Standard Class,DK-13225,West,Corporate,Office Supplies,Art,Avery Hi-Liter Fluorescent Desk Style Markers,OFF-AR-10003723,1,3.38,0,1.2506
CA-2014-145310,Second Class,JP-15520,South,Consumer,Office Supplies,Envelopes,Staple envelope,OFF-EN-10002621,1,7.824,0.2,2.934
CA-2013-100083,Standard Class,CD-11980,West,Consumer,Office Supplies,Paper,"IBM Multi-Purpose Copy Paper, 8 1/2 x 11"", Case",OFF-PA-10000241,1,24.784,0.2,7.745
US-2014-108063,First Class,AS-10090,South,Consumer,Office Supplies,Art,Newell 309,OFF-AR-10001446,3,34.65,0,10.395
CA-2012-109197,Standard Class,JO-15280,West,Consumer,Office Supplies,Binders,Ibico Hi-Tech Manual Binding System,OFF-BI-10004632,2,487.984,0.2,152.495
CA-2014-141789,First Class,AC-10450,Central,Consumer,Office Supplies,Binders,GBC DocuBind TL300 Electric Binding System,OFF-BI-10001359,2,1793.98,0,843.1706
CA-2011-169775,Second Class,RA-19945,South,Consumer,Office Supplies,Envelopes,Jiffy Padded Mailers with Self-Seal Closure,OFF-EN-10001749,2,29.808,0.2,10.8054
CA-2011-169775,Second Class,RA-19945,South,Consumer,Office Supplies,Binders,GBC DocuBind 200 Manual Binding Machine,OFF-BI-10004390,4,505.176,0.7,-336.784
CA-2011-169775,Second Class,RA-19945,South,Consumer,Furniture,Tables,Balt Solid Wood Rectangular Table,FUR-TA-10001857,3,174.0585,0.45,-110.7645
CA-2013-140543,Second Class,Co-12640,South,Consumer,Office Supplies,Storage,Fellowes Bankers Box Stor/Drawer Steel Plus,OFF-ST-10000563,6,191.88,0,19.188
CA-2013-151141,First Class,DW-13480,Central,Home Office,Technology,Phones,"SKILCRAFT Telephone Shoulder Rest, 2"" x 6.5"" x 2.5"", Black",TEC-PH-10004924,2,14.78,0,3.9906
CA-2014-167094,First Class,DK-12835,West,Corporate,Office Supplies,Paper,Xerox 218,OFF-PA-10003953,1,5.184,0.2,1.8144
CA-2014-167094,First Class,DK-12835,West,Corporate,Furniture,Chairs,Global Comet Stacking Armless Chair,FUR-CH-10000155,2,478.48,0.2,47.848
CA-2014-167094,First Class,DK-12835,West,Corporate,Technology,Accessories,Memorex Froggy Flash Drive 8 GB,TEC-AC-10003116,2,28.4,0.2,6.745
CA-2014-154410,First Class,MD-17860,Central,Corporate,Office Supplies,Storage,SAFCO Boltless Steel Shelving,OFF-ST-10002743,8,909.12,0,9.0912
US-2013-150567,Standard Class,RP-19855,South,Corporate,Office Supplies,Binders,Pressboard Hanging Data Binders for Unburst Sheets,OFF-BI-10001757,2,2.952,0.7,-2.1648
US-2013-150567,Standard Class,RP-19855,South,Corporate,Office Supplies,Binders,"GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb",OFF-BI-10000069,6,27.018,0.7,-21.6144
CA-2012-157959,First Class,RW-19540,West,Corporate,Furniture,Furnishings,Hand-Finished Solid Wood Document Frame,FUR-FU-10004093,4,136.92,0,41.076
CA-2014-105886,Standard Class,DB-13660,East,Consumer,Furniture,Furnishings,"DAX Charcoal/Nickel-Tone Document Frame, 5 x 7",FUR-FU-10001037,2,18.96,0,8.532
CA-2013-105963,Standard Class,SC-20770,West,Corporate,Technology,Accessories,Imation 16GB Mini TravelDrive USB 2.0 Flash Drive,TEC-AC-10003832,3,99.39,0,40.7499
CA-2014-121503,Second Class,FH-14275,Central,Corporate,Office Supplies,Paper,Xerox 1891,OFF-PA-10001878,7,273.896,0.2,92.4399
CA-2014-121503,Second Class,FH-14275,Central,Corporate,Technology,Machines,Hewlett-Packard Deskjet 5550 Printer,TEC-MA-10003674,3,597.132,0.4,49.761
CA-2011-103366,First Class,EH-13990,South,Consumer,Technology,Accessories,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,TEC-AC-10003628,5,149.95,0,65.978
CA-2014-124597,Standard Class,AS-10630,South,Home Office,Office Supplies,Labels,Avery 474,OFF-LA-10003190,2,4.608,0.2,1.6704
CA-2014-124597,Standard Class,AS-10630,South,Home Office,Office Supplies,Art,Staples in misc. colors,OFF-AR-10002280,3,15.528,0.2,4.8525
CA-2014-124597,Standard Class,AS-10630,South,Home Office,Office Supplies,Labels,Avery 499,OFF-LA-10001569,3,11.952,0.2,3.8844
CA-2012-105634,Standard Class,HA-14905,East,Consumer,Office Supplies,Art,American Pencil,OFF-AR-10001573,5,11.65,0,3.3785
CA-2012-123673,Second Class,CH-12070,Central,Home Office,Technology,Phones,Panasonic KX T7736-B Digital phone,TEC-PH-10001809,2,299.9,0,74.975
US-2014-111423,First Class,EH-13765,East,Corporate,Office Supplies,Binders,GBC DocuBind TL200 Manual Binding Machine,OFF-BI-10003091,5,895.92,0.2,302.373
US-2014-111423,First Class,EH-13765,East,Corporate,Furniture,Chairs,Global Commerce Series Low-Back Swivel/Tilt Chairs,FUR-CH-10003981,2,462.564,0.1,97.6524
CA-2012-125178,Standard Class,MZ-17515,East,Corporate,Office Supplies,Storage,Staple magnet,OFF-ST-10002562,2,15.008,0.2,1.5008
CA-2013-156685,Second Class,SC-20230,Central,Corporate,Technology,Phones,Cisco SPA 502G IP Phone,TEC-PH-10004345,9,863.64,0.2,107.955
CA-2013-156685,Second Class,SC-20230,Central,Corporate,Office Supplies,Art,Newell 345,OFF-AR-10000588,3,47.616,0.2,3.5712
CA-2014-126865,Second Class,NP-18325,West,Consumer,Office Supplies,Paper,Xerox 1960,OFF-PA-10003039,3,92.94,0,41.823
CA-2014-102834,Standard Class,LW-16990,West,Corporate,Technology,Accessories,Logitech Wireless Headset h800,TEC-AC-10001908,2,199.98,0,69.993
US-2013-139710,Standard Class,GM-14680,West,Consumer,Technology,Phones,Avaya 4621SW VoIP phone,TEC-PH-10001198,3,177.48,0.2,19.9665
CA-2014-121538,First Class,RH-19495,West,Consumer,Office Supplies,Paper,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",OFF-PA-10004071,2,88.768,0.2,31.0688
US-2014-101539,Second Class,VM-21685,West,Home Office,Office Supplies,Paper,Xerox 214,OFF-PA-10001972,1,6.48,0,3.1104
US-2014-101539,Second Class,VM-21685,West,Home Office,Office Supplies,Storage,Safco Commercial Shelving,OFF-ST-10004180,1,46.51,0,1.8604
US-2014-101539,Second Class,VM-21685,West,Home Office,Technology,Phones,Mitel MiVoice 5330e IP Phone,TEC-PH-10004165,3,659.976,0.2,49.4982
CA-2013-152121,Second Class,CC-12670,West,Consumer,Technology,Phones,Motorola Moto X,TEC-PH-10002483,1,271.992,0.2,23.7993
CA-2014-161200,Second Class,SV-20365,South,Consumer,Furniture,Bookcases,O'Sullivan 2-Shelf Heavy-Duty Bookcases,FUR-BO-10000468,3,145.74,0,23.3184
CA-2014-161200,Second Class,SV-20365,South,Consumer,Furniture,Furnishings,Longer-Life Soft White Bulbs,FUR-FU-10001706,5,15.4,0,7.392
CA-2014-101245,Standard Class,LW-16990,West,Corporate,Office Supplies,Paper,Tops White Computer Printout Paper,OFF-PA-10003129,5,244.55,0,114.9385
CA-2014-101245,Standard Class,LW-16990,West,Corporate,Technology,Accessories,Enermax Briskie RF Wireless Keyboard and Mouse Combo,TEC-AC-10001284,8,166.16,0,59.8176
CA-2012-141768,Second Class,NP-18685,West,Home Office,Furniture,Furnishings,Ultra Door Push Plate,FUR-FU-10002268,3,14.73,0,4.8609
CA-2013-112109,Standard Class,JE-15715,West,Consumer,Office Supplies,Binders,GBC Twin Loop Wire Binding Elements,OFF-BI-10002082,2,19.968,0.7,-13.312
CA-2013-112109,Standard Class,JE-15715,West,Consumer,Office Supplies,Storage,"Perma STOR-ALL Hanging File Box, 13 1/8""W x 12 1/4""D x 10 1/2""H",OFF-ST-10001505,7,33.488,0.2,-1.2558
CA-2013-112109,Standard Class,JE-15715,West,Consumer,Office Supplies,Binders,Wilson Jones Active Use Binders,OFF-BI-10001634,4,8.736,0.7,-6.1152
CA-2013-112109,Standard Class,JE-15715,West,Consumer,Furniture,Chairs,SAFCO Arco Folding Chair,FUR-CH-10004287,3,662.88,0.2,74.574
CA-2014-144064,First Class,CP-12085,Central,Corporate,Office Supplies,Labels,Avery 505,OFF-LA-10004544,4,47.36,0.2,17.76
CA-2014-144064,First Class,CP-12085,Central,Corporate,Office Supplies,Storage,Advantus Rolling Storage Box,OFF-ST-10004507,2,27.44,0.2,2.401
CA-2014-144064,First Class,CP-12085,Central,Corporate,Office Supplies,Binders,Wilson Jones Easy Flow II Sheet Lifters,OFF-BI-10002012,9,3.24,0.8,-5.184
CA-2013-108581,Standard Class,EA-14035,Central,Corporate,Technology,Accessories,Logitech Trackman Marble Mouse,TEC-AC-10001109,4,95.968,0.2,26.3912
CA-2013-108581,Standard Class,EA-14035,Central,Corporate,Office Supplies,Paper,Xerox 206,OFF-PA-10000809,2,10.368,0.2,3.6288
CA-2014-157987,Standard Class,AC-10615,East,Corporate,Office Supplies,Art,Newell 324,OFF-AR-10000658,2,23.1,0,6.468
CA-2014-157987,Standard Class,AC-10615,East,Corporate,Furniture,Furnishings,DAX Cubicle Frames - 8x10,FUR-FU-10001196,2,11.54,0,3.462
CA-2014-157987,Standard Class,AC-10615,East,Corporate,Furniture,Tables,Bush Advantage Collection Racetrack Conference Table,FUR-TA-10001889,1,254.526,0.4,-93.3262
CA-2014-157987,Standard Class,AC-10615,East,Corporate,Office Supplies,Appliances,Fellowes Basic Home/Office Series Surge Protectors,OFF-AP-10000358,1,12.98,0,3.7642
CA-2014-157987,Standard Class,AC-10615,East,Corporate,Office Supplies,Binders,"ACCOHIDE 3-Ring Binder, Blue, 1""",OFF-BI-10004970,8,26.432,0.2,8.9208
CA-2014-157987,Standard Class,AC-10615,East,Corporate,Technology,Phones,Cisco SPA508G,TEC-PH-10003885,3,197.97,0,57.4113
CA-2014-157987,Standard Class,AC-10615,East,Corporate,Office Supplies,Labels,Avery 518,OFF-LA-10001641,6,18.9,0,9.072
CA-2014-157987,Standard Class,AC-10615,East,Corporate,Furniture,Chairs,Global Commerce Series High-Back Swivel/Tilt Chairs,FUR-CH-10003379,5,1282.41,0.1,213.735
CA-2014-157987,Standard Class,AC-10615,East,Corporate,Office Supplies,Art,BIC Brite Liner Grip Highlighters,OFF-AR-10004582,3,4.92,0,2.214
CA-2014-157987,Standard Class,AC-10615,East,Corporate,Technology,Accessories,WD My Passport Ultra 2TB Portable External Hard Drive,TEC-AC-10002842,2,238,0,38.08
CA-2014-157987,Standard Class,AC-10615,East,Corporate,Technology,Accessories,Sony Micro Vault Click 16 GB USB 2.0 Flash Drive,TEC-AC-10000109,3,167.97,0,40.3128
CA-2014-157987,Standard Class,AC-10615,East,Corporate,Office Supplies,Paper,Xerox 1962,OFF-PA-10003893,4,17.12,0,7.704
CA-2014-110905,Second Class,RW-19690,Central,Consumer,Office Supplies,Binders,3M Organizer Strips,OFF-BI-10003669,3,16.2,0,7.776
CA-2014-110905,Second Class,RW-19690,Central,Consumer,Office Supplies,Appliances,"Holmes Replacement Filter for HEPA Air Cleaner, Medium Room",OFF-AP-10004785,3,33.99,0,14.6157
CA-2014-110905,Second Class,RW-19690,Central,Consumer,Technology,Accessories,Logitech G105 Gaming Keyboard,TEC-AC-10003023,5,296.85,0,53.433
CA-2014-110905,Second Class,RW-19690,Central,Consumer,Technology,Accessories,Imation Clip USB flash drive - 8 GB,TEC-AC-10002217,6,112.8,0,6.768
CA-2014-110905,Second Class,RW-19690,Central,Consumer,Office Supplies,Binders,Newell 3-Hole Punched Plastic Slotted Magazine Holders for Binders,OFF-BI-10002954,3,13.71,0,6.5808
CA-2014-110905,Second Class,RW-19690,Central,Consumer,Office Supplies,Paper,Xerox 1970,OFF-PA-10002586,5,24.9,0,11.703
CA-2014-110905,Second Class,RW-19690,Central,Consumer,Office Supplies,Storage,Fellowes Stor/Drawer Steel Plus Storage Drawers,OFF-ST-10000025,3,286.29,0,17.1774
CA-2014-110905,Second Class,RW-19690,Central,Consumer,Office Supplies,Appliances,Acco 6 Outlet Guardian Standard Surge Suppressor,OFF-AP-10003281,2,24.18,0,7.254
CA-2014-165841,Standard Class,DB-13210,East,Consumer,Technology,Phones,Jabra SPEAK 410,TEC-PH-10002103,3,281.97,0,78.9516
CA-2014-165841,Standard Class,DB-13210,East,Consumer,Office Supplies,Supplies,"Acme Hot Forged Carbon Steel Scissors with Nickel-Plated Handles, 3 7/8"" Cut, 8""L",OFF-SU-10000898,5,69.5,0,20.155
CA-2014-165841,Standard Class,DB-13210,East,Consumer,Office Supplies,Paper,Xerox 1913,OFF-PA-10001144,3,166.44,0,79.8912
